1756,HEMOFISS POM BG 30 G C/ 1 APLIC,"CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1908621,2 unidades,326835,2019-028237260-001,15/06/2019,BRUMADINHO,MG
1757,HEMOFOL® 5000 UI,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18120307,"2,00 CX",2226419,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1758,HEMOFOL® 5000 UI,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18110426,"1,00 CX",2227463,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1759,HENETIX 300,Guerbet Produtos Radiológicos Ltda,18WC386A,100 unidades,134356,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1760,HENETIX 300,Guerbet Produtos Radiológicos Ltda,18WC387B,150 unidades,134354,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1761,HENETIX 300,Guerbet Produtos Radiológicos Ltda,18WC387A,475 unidades,134348,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1762,HENETIX 300,Guerbet Produtos Radiológicos Ltda,18WC381B,400 UNIDADES,136656 / 133787,00277/2019134141-0,28/02/2019,BELÉM,PA
1763,Henetix 300,Guerbet Produtos Radiológicos Ltda,19WC354A,40 unidades,0142725,5501/2019,31/10/2019,SÃO PAULO,SP
1764,HENETIX 350,Guerbet Produtos Radiológicos Ltda,18WF354B,150 unidades,134355,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1765,HENETIX 350,Guerbet Produtos Radiológicos Ltda,18WF356A,70 unidades,134359,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1766,HENETIX 350,Guerbet Produtos Radiológicos Ltda,18WF354B,225 unidades,134350,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1767,HENETIX 350,Guerbet Produtos Radiológicos Ltda,18WF354B,25 unidades,134346,918-00092/2019,21/02/2019,Rio de Janeiro,RJ
1768,HEPATILON,KLEY HERTZ FARMACÊUTICA S/A,142449,3,140404,2019-025512655-001,31/05/2019,BELO HORIZONTE,MG
1769,HEPATILON,KLEY HERTZ FARMACÊUTICA S/A,137475,3,140404,2019-025512655-001,31/05/2019,BELO HORIZONTE,MG
1770,HEPATILON,KLEY HERTZ FARMACÊUTICA S/A,145752,2,666072,1079/2019,03/07/2019,SUMARÉ,SP
1771,HEPATILON FLACONETE,KLEY HERTZ FARMACÊUTICA S.A.,148033,1,675324,3054/2019,02/09/2019,SÃO PAULO - SP,-
1772,HEPATILON LÍQUIDO,KLEY HERTZ FARMACÊUTICA S.A.,148600,6,675324,3054/2019,02/09/2019,SÃO PAULO - SP,-
1773,Hidantal,REPRESS DIST. MED. EIRELI,812774,01 caixa,150232,1198/2019,13/03/2019,Butanta,SP
1774,Hidantal,REPRESS DIST. MED. EIRELI,825199,02 caixas,150232,1198/2019,13/03/2019,Butanta,SP
1775,Hidantal,REPRESS DIST. MED. EIRELI,828798,09 caixas,150232,1198/2019,13/03/2019,Butanta,SP
1776,HIDANTAL 25 COMP. (C1),SANOFI MEDLEY,834649,200 CARTUCHOS,2920,2053/2019,27/03/2019,GUARULHOS,SP
1777,HIDRADEEP DAILY BGX200G PROFUSE,ACHE LAB FARMACEUTICOS S.A.,1816300,45 UN,1832009,2976/2019 - 803/2019,04/05/2019,Guarulhos,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1778,HIDRADEEP DAILY FRX400G PROFUSE,ACHE LAB FARMACEUTICOS S.A.,1902440,48 UN,1832010,2976/2019 - 803/2019,04/05/2019,Guarulhos,SP
1779,HIDRADEEP INTENSIVE FRX200G PROFUSE,ACHE LAB FARMACEUTICOS S.A.,1816309,45 UN,1832009,2976/2019 - 803/2019,04/05/2019,Guarulhos,SP
1780,"HIDRAPLEX ENV UVA 4 X 27,9/NAT",DISLAB - GO,35980F,3UN,191359,1550/2019,04/10/2019,EMBU DAS ARTES,SP
1781,HIDROCLOROTIAZIDA 25 MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,18K389,50 UNIDADES,69068,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1782,HIDROCLOROTIAZIDA 25 MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,18K389,100 UNIDADES,69090,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1783,HIDROCLOROTIAZIDA 25 MG X 30 CPRS SA,SANOFI MEDLEY,9RA01382,400 CARTUCHOS,23386,2053/2019,27/03/2019,GUARULHOS,SP
1784,HIDROCLOROTIAZIDA 25 MG X 30 CPRS SA,SANOFI MEDLEY,9RA01382,200 CARTUCHOS,23521,2053/2019,27/03/2019,GUARULHOS,SP
1785,HIDROCLOROTIAZIDA 25MG 30 CPS,PRATI DONADUZZI & CIA LTDA,18H82Q,100,000112347-1,19E2141001099,22/03/2019,BONANÇA,PE
1786,HIDROCLOROTIAZIDA 25MG C/30COMP/NEO,DISLAB - GO,B18J1973,8UN,191359,1550/2019,04/10/2019,EMBU DAS ARTES,SP
1787,"HIDROCLOROTIAZIDA 25MG COMPRIMIDO(G) TEUTO",DIMASTER,6566492,99900 CPR,186306,275/2019,18/03/2019,PINDAMONHANGABA,SP
1788,"HIDROCLOROTIAZIDA 25MG CP 25BL X20HOSP","CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1900629,20 UNIDADES,283394,1970251190205161000,05/02/2019,Padre Carvalho,MG
1789,"HIDROCLOROTIAZIDA 25MG CP 25BL X20HOSP","CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1901148,80 UNIDADES,283704,1970251190205161000,05/02/2019,Padre Carvalho,MG
1790,"HIDROCLOROTIAZIDA 25MG CP 25BL X20HOSP","CIMED INDÚSTRIA DE MEDICAMENTOSLTDA",1901148,60 UNIDADES,283728,1970251190205161000,05/02/2019,Padre Carvalho,MG
1791,HIDROCORTISONA 10MG POM 30G/EMS,DISLAB - GO,1C4396,2UN,191359,1550/2019,04/10/2019,EMBU DAS ARTES,SP
1792,HIDROQUINONA 40MG/G GEL 30G/LEG,DISLAB - GO,1D8958,2UN,191094,1550/2019,04/10/2019,EMBU DAS ARTES,SP
1793,HIDROXIDO ALUMINIOSUSP FR C/240ML-LG,EMS,0Y7257,120,1476583,2019/485877,23/04/2019,CURITIBA,PR
1794,Hidroxiuréia 500mg,E.M.S,1A7796,4.200 cápsulas,6795,40496743,13/09/2019,"Rua Idalino Carvalho, 2, Parque Ind., Viana, dentrodo Condomínio Yara Alimentos",-
1795,Hidroxiuréia 500mg,E.M.S,1A7796,2.000 cápsulas,6796,40518975,13/09/2019,"Rua Idalino Carvalho, 2, Parque Ind., Viana, dentrodo Condomínio Yara Alimentos",-
1796,HIPERTONIC 5%,OPHTHALMOS S.A.,111804,24 UN,29145,2976/2019 - 803/2019,04/05/2019,Guarulhos,SP
1797,HIPOGLOS CREME 135G X 24,JANSSEN-CILAG,AL6070,46,182007,34/2019,23.01.2019,GUARA,SP
1798,HIPOGLOS CREME 135G X 24,JANSSEN-CILAG,AL6072,111,182007,34/2019,23.01.2019,GUARA,SP
1799,HIPOGLOS CREME 45GR X 120,JANSSEN-CILAG,AL5645,280,182008,34/2019,23.01.2019,GUARA,SP
1800,HIXILERG 2MG/ML SOL ORAL 120 ML- E,EMS,0X9388,2,000274924,1093/2019,03/07/2019,SUMARÉ,SP
1801,HUMALOG MIX 25 100UI,Insulina Humana,C614835H,3,333.522-001,"107.795/2019-1 -                DP APURAÇÃO -10a DELEGACIA DE POLÍCIA",02/10/2019,"AEROPORTO, STS - SETOR TERMINAL SUL -BRASÍLIA / DISTRITO FEDERAL",-
1802,HUMECTOL-D COMP REV BL 24X2X10,Cosmed Ind Cosm Med S/A,B18M1479,792 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
1803,HUMECTOL-D COMP REV BL 24X2X10,COSMED IND COSM MED S/A,B18M1479,24,-,-,-,-,-
1804,"HUMIRA AC 40 mg/0,4 mL",AbbVie Farmacêutica Ltda,1113474,1 cartucho,58426,021-09569/2019,11/09/2019,RIO DE JANEIRO,RJ
1805,Humira inj. 40mg,Abbvie,1104934,108,54800,3084/2019,13/06/2019,Pacaembu,SP
1806,HUMULIN N,Insulina Humana,D025025,144,306.644-2,"99.300/2019-1 -                DP APURAÇÃO -10a DELEGACIA DE POLÍCIA",01/09/2019,"AEROPORTO, STS - SETOR TERMINAL SUL -BRASÍLIA / DISTRITO FEDERAL",-
1807,HUMULIN N 2X3ML,Insulina Humana,C499499D,19,074.359-004,"12272427 - DP VIRTUAL - CIDADÃO - 01aDELEGACIA DISTRITAL DE POLÍCIA DEGOIÂNIA",01/10/2019,"Alameda 4, s/n - Santa Genoveva, QD: 0, LT: 0, No:0, BAIRRO: SETOR AEROPORTO, CIDADE:GOIÂNIA",GO
1808,HYABAK SOL OFT FR C/ 10ML,União Química Farmacêutica Nacional,5J38C,150 cartuchos,334706,19-00759,15/04/2019,Jequié,BA
1809,HYABAK SOL OFT FR C/ 10ML,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,5J38C,150 CARTUCHOS,334706,19-00759,15/04/2019,JEQUIÉ,BA
1810,HYCAMTIN,NOVARTIS,AM7V,6,17969,771/19,20/02/2019,OSASCO,SP
1811,HYDREA,BRISTOL,8805355,1,363630,771/19,20/02/2019,OSASCO,SP
1812,HYPERIUM 1MG C/30 COM,LABORATÓRIOS SERVIER DO BRASIL LTDA,3011218,120,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1813,Hyqvia inj. 20g,Shire,LE16T335AA,1,261468,3084/2019,13/06/2019,Pacaembu,SP
1814,Hyqvia inj. 5g,Shire,LE16T257AG,1,261468,3084/2019,13/06/2019,Pacaembu,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1815,HYSTIN 2MG/5ML SUSP 120ML/GEO,DISLAB - GO,1903874,6UN,176885,5256/2030,02/09/2019,DIADEMA,SP
1816,IBUPROFENO 100 MG/ML SUSP ORAL 20 ML,SANOFI MEDLEY,848009,1152 CARTUCHOS,23700,2053/2019,27/03/2019,GUARULHOS,SP
1817,IBUPROFENO 100 MG/ML SUSP ORAL 20 ML,SANOFI MEDLEY,848011,1200 CARTUCHOS,23477,2053/2019,27/03/2019,GUARULHOS,SP
1818,IBUPROFENO 100 MG/ML SUSP ORAL 20 ML,SANOFI MEDLEY,848009,240 CARTUCHOS,23477,2053/2019,27/03/2019,GUARULHOS,SP
1819,IBUPROFENO 50 MG/ML SUSP ORAL 30 ML,SANOFI MEDLEY,845922,384 CARTUCHOS,23471,2053/2019,27/03/2019,GUARULHOS,SP
1820,IBUPROFENO 50 MG/ML SUSP ORAL 30 ML,SANOFI MEDLEY,845922,336 CARTUCHOS,23638,2053/2019,27/03/2019,GUARULHOS,SP
1821,IBUPROFENO 600MG 20 CPS,PRATI DONADUZZI & CIA LTDA,19A23F,10,000112219-1,19E2141001099,22/03/2019,BONANÇA,PE
1822,IBUPROFENO 600MG 20 CPS,"PRATI, DONADUZZI E CIA LTDA",19C815,6,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
1823,IBUPROFENO 600MG 20 CPS,"PRATI, DONADUZZI E CIA LTDA",19C820,3,350339,2019-028237260-001,15/06/2019,Brumadinho,MG
1824,IBUPROFENO 600MG 20 CPS,"PRATI, DONADUZZI E CIA LTDA",19C815,6,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
1825,IBUPROFENO 600MG 20 CPS,"PRATI, DONADUZZI E CIA LTDA",19B26G,12,335562,-,-,BASE TRANSPORTADORA,-
1826,IBUPROFENO 600MG 20 CPS,"PRATI, DONADUZZI E CIA LTDA",19C77D,24,341817,-,-,BASE TRANSPORTADORA,-
1827,IBUPROFENO 600MG 20 CPS,PRATI DONADUZZI & CIA LTDA,19E07H,68,000126690-1,19E2141003248,12.09.2019,CABO DE SANTO AGOSTINHO,-
1828,IBUPROFENO 600MG 20 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E05H,20 UNIDADES,69102,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1829,IBUPROFENO 600MG 20 CPS,PRATI DONADUZZI & CIA LTDA,19H27D,6,000129929-1,19E0251000818,18/10/2019,IMBIMIRIM,PE
1830,IBUPROFENO 600MG 20CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E05H,100 UNIDADES,69084,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1831,IBUPROFENO 600MG 20CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E05H,12 UNIDADES,69085,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1832,IBUPROFENO 600MG 20CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19E05H,50 UNIDADES,69106,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1833,IBUPROFENO 600MG 28X10 CPS-FRAC,"PRATI, DONADUZZI E CIA LTDA",19B513,2,350291,2019-028237260-001,15/06/2019,Brumadinho,MG
1834,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,1 UNIDADES,69048,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1835,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,2 UNIDADES,69049,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1836,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,1 UNIDADE,69056,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1837,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,2 UNIDADES,69057,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1838,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,6 UNIDADES,69069,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1839,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,3 UNIDADES,69083,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1840,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,3 UNIDADES,69089,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1841,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,2 UNIDADES,69103,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1842,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,2 UNIDADES,69108,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1843,IBUPROFENO 600MG 28X10 CPS-FRAC,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D73D,2 UNIDADES,69109,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1844,IBUPROFENO 600MG 30 CPS,PRATI DONADUZZI & CIA LTDA,19A832,1,000112254-1,19E2141001099,22/03/2019,BONANÇA,PE
1845,IBUPROFENO 600MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",19B802,4,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
1846,IBUPROFENO 600MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",19B802,4,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
1847,IBUPROFENO 600MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D61G,100 UNIDADES,69102,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1848,IBUPROFENO 600MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D61G,30 UNIDADES,69031,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1849,IBUPROFENO 600MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19D61G,100 UNIDADES,69082,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1850,IBUPROTRAT,DIMASTER,28057A,200 FR,188111,8129/2019/151306,17/05/19,DESCONHECIDO,-
1851,IBUVIX 300MG C/20COMP/GEO,DISLAB - GO,1903741,4un,191359,1550/2019,04/10/2019,EMBU DAS ARTES,SP
1852,ilaris inj. 150mg,Novartis,833201,2,193975,3084/2019,13/06/2019,Pacaembu,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1853,"IMENSE 50MG BLT 10 COM REV LIB PROL-S-AG",EMS,0V5921,30,1475210,095-00443/2019-02,18/04/2019,Vassouras,RJ
1854,"IMENSE 50MG BLT 10 COM REV LIB PROL-S-AG",EMS,0V5921,30,1475224,095-00443/2019-02,18/04/2019,Vassouras,RJ
1855,"IMENSE 50MG BLT 10 COM REV LIB PROL-S-AG",EMS,0V5921,30,1475226,095-00443/2019-02,18/04/2019,Vassouras,RJ
1856,"IMENSE 50MG BLT 10 COM REV LIB PROL-S-AG",SIGMA,1A5592,48,001522708,1093/2019,03/07/2019,SUMARÉ,SP
1857,imipinem + cilastatina,Antibióticos do Brasil Ltda.,1116008D8,20 caixas,142780,1098/2019,06/02/2019,Louveira,SP
1858,IMIPRA 25MG (CRISTÁLIA),DIMASTER,18070275,2000 CP,198114,12360836,22/08/2019,DESCONHECIDO,-
1859,IMOSEC 2 MG CT C/12 CP OR,JOHNSON & JOHNSON BR IND COM P,AM0138,1 UNIDADE,NFO  273629 - NFD 742807,11787973,20/08/2019,TRANSPORTE - LOGÍSTICA REVERSA,-
1860,IMOSEC 2 MG CT C/12 CP OR,JOHNSON & JOHNSON BR IND COM P,AM0138,1 UNIDADE,NFO 273629 - NFD 742807,11787973,20/08/2019,TRANSPORTE - LOGÍSTICA REVERSA,-
1861,IMPERE 10MG 2 BLT 15 COM REV-S,EMS,0W1808,60,1475589,095-00443/2019-02,18/04/2019,Vassouras,RJ
1862,IMPERE 10MG 2 BLT 15 COM REV-S,EMS,0W7058,60,1475589,095-00443/2019-02,18/04/2019,Vassouras,RJ
1863,IMPERE 10MG 2 BLT 15 COM REV-S,EMS,0W7058,240,1475599,095-00443/2019-02,18/04/2019,Vassouras,RJ
1864,IMPERE 10MG BLT 5 COM REV-S-AG,EMS,0Z1152,61,1475210,095-00443/2019-02,18/04/2019,Vassouras,RJ
1865,IMPERE 10MG BLT 5 COM REV-S-AG,EMS,0Z1152,60,1475224,095-00443/2019-02,18/04/2019,Vassouras,RJ
1866,IMPERE 10MG BLT 5 COM REV-S-AG,EMS,0Z1152,56,1475226,095-00443/2019-02,18/04/2019,Vassouras,RJ
1867,IMPERE 5MG BLT 5 COM REV-S-AG,EMS,0Y7732,106,1475210,095-00443/2019-02,18/04/2019,Vassouras,RJ
1868,IMPERE 5MG BLT 5 COM REV-S-AG,EMS,0Y7732,104,1475224,095-00443/2019-02,18/04/2019,Vassouras,RJ
1869,IMPERE 5MG BLT 5 COM REV-S-AG,EMS,0Y7732,97,1475226,095-00443/2019-02,18/04/2019,Vassouras,RJ
1870,INALAJET SPR C/32MCG/LEG,DISLAB - GO,1B1171,4UN,176885,5256/2031,03/09/2019,DIADEMA,SP
1871,"INDAPAMIDA 1,5MG 30 CPS",NDS DISTRIBUIDORA DE MEDICAMENTOS,19B04D,6 UNIDADES,69028,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1872,INDAPEN SR (1X15 TAB) BR,TORRENT DO BRASIL LTDA,CCS6E014PS,40,15730,9656355,19/03/2019,GOIANIA,GO
1873,"INDATRAT 1,5MG 3BLTX10 COM REV-L",LEGRAND,1C6000,6,000466820,1093/2019,03/07/2019,SUMARÉ,SP
1874,INDUX 50MG 1BLT C/10 COM AG-S,SIGMA,1B2348,95,001521874,1093/2019,03/07/2019,SUMARÉ,SP
1875,INELATTE ZERO 200UI TAB CHOCO BLX30,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1816226,48 UNIDADE,1819481,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
1876,INELATTE ZERO TAB CHOCO BLX90,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1815391,40 UNIDADE,1819481,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
1877,INFRALAX C/15COMP/EMS,DISLAB - GO,1E6778,10UN,191359,1550/2019,04/10/2019,EMBU DAS ARTES,SP
1878,INVOKANA 100 MG 30 CP - OR,JOHNSON & lOHN50N BR IND COM P,HC21201,1 UNIDADE,NFO 240289 - NF0196162,632/2019,09/05/2019,"DEPENDENCIAS DA NSPORTADORA FL BRASILHOIDING LOGISTICA E TRANSPORTE LTDA",SP
1879,"IPRATROPIO BR 0,25MG/ML GTS PL 20ML","PRATI, DONADUZZI E CIA LTDA",19A60H,12,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
1880,"IPRATROPIO BR 0,25MG/ML GTS PL 20ML","PRATI, DONADUZZI E CIA LTDA",19A60H,12,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
1881,"IPRATROPIO BR 0,25MG/ML GTS PL 20ML",PRATI DONADUZZI & CIA LTDA,19F514,10,000126690-1,19E2141003248,12.09.2019,CABO DE SANTO AGOSTINHO,-
1882,"IPRATROPIO BR 0,25MG/ML GTS PL 20ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19E70T,24 UNIDADES,69048,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1883,"IPRATROPIO BR 0,25MG/ML GTS PL 20ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19E70T,10 UNIDADES,69087,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1884,"IPRATROPIO BR 0,25MG/ML GTS PL 20ML",NDS DISTRIBUIDORA DE MEDICAMENTOS,19E70T,5 UNIDADES,69088,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
1885,IROSE,ALTHAIA,19030107,60,1501,1659/2019,29/04/2019,VILA GUILHERME,SP
1886,IROSE,ALTHAIA,19030107,60,1501,1659/2019,29/04/2019,VILA GUILHERME,SP
1887,ISORDIL ORAL 10MG 2BLT C/15 COMP,SIGMA,0V6473,144,1475589,095-00443/2019-02,18/04/2019,Vassouras,RJ
1888,ISORDIL ORAL 10MG 2BLT C/15 COMP,SIGMA,0V6473,624,1475599,095-00443/2019-02,18/04/2019,Vassouras,RJ
1889,ISORDIL ORAL 10MG 2BLT C/15 COMP,SIGMA,0V6473,48,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1890,ISORDIL SL 5MG 1BLTX30 COMP,SIGMA,0U3527,120,1475590,095-00443/2019-02,18/04/2019,Vassouras,RJ
1891,ISORDIL SL 5MG 1BLTX30 COMP,SIGMA,0U3527,60,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
1892,ITRACONAZOL 100MG 1BLTX4CAP DURA-LG,EMS,0Z0952,60,1476540,2019/485877,23/04/2019,CURITIBA,PR
1893,ITRACONAZOL 100MG CX C/ 15 CAP,GEOLAB IND FARMACEUTICA S/A,1906917,240 CART,319698,B.O. 1370818190815233001,15/08/2019,"MUNICIPIO PROFESSOR JAMIL - GO, BR 153, KM575.0",GO
1894,ITRACONAZOL 100MG CX C/ 4 CAP,GEOLAB IND FARMACEUTICA S/A,1905409,60 CART,319698,B.O. 1370818190815233001,15/08/2019,"MUNICIPIO PROFESSOR JAMIL - GO, BR 153, KM575.0",GO
1895,ITRASPOR 100MG 1BLT C/15 CAP,SIGMA,0W8757,180,1475598,095-00443/2019-02,18/04/2019,Vassouras,RJ
1896,ITRASPOR 100MG 1BLT C/15 CAP,SIGMA,0W8757,120,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
1897,ITRASPOR 100MG 1BLT C/2 CAPS AG-S,SIGMA,0Q3745,200,001521874,1093/2019,03/07/2019,SUMARÉ,SP
1898,ITRASPOR 100MG 1BLT C/4 CAP,SIGMA,0W7019,60,1475589,095-00443/2019-02,18/04/2019,Vassouras,RJ
1899,ITRASPOR 100MG 1BLT C/4 CAP,SIGMA,0W7019,420,1475599,095-00443/2019-02,18/04/2019,Vassouras,RJ
1900,KALIST 2MG COM ENVX28,"ACHE LABORATORIOS FARMACÊUTICOSS.A",18120222,16 UNIDADE,1820004,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
1901,KAVIT 10 MG/ML,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18100734,"6,00 CX",2226419,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1902,KAVIT 10 MG/ML,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18100734,"20,00 UN.",2227468,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1903,"KEFLEX 1,5G X 15ML",Laboratórios Bagó do Brasil S.A,107963C,13 unidades,26535,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1904,KEFLEX 1G X 8,Laboratórios Bagó do Brasil S.A,108040C,60 unidades,26572,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1905,KEFLEX 1G X 8,Laboratórios Bagó do Brasil S.A,108040C,3 unidades,26535,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1906,KEFLEX 1G X 8,Laboratórios Bagó do Brasil S.A,108040C,48 unidades,26547,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1907,KEFLEX 250MG X100ML,Laboratórios Bagó do Brasil S.A,108117C,5 unidades,26535,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1908,KEFLEX 250MG X100ML,Laboratórios Bagó do Brasil S.A,108117C,24 unidades,26547,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1909,"KEFLEX 3,0G X 30ML",Laboratórios Bagó do Brasil S.A,108122C,8 unidades,26535,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1910,KEFLEX 500MG X 8,Laboratórios Bagó do Brasil S.A,108101C,60 unidades,26572,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1911,KEFLEX 500MG X 8,Laboratórios Bagó do Brasil S.A,108101C,7 unidades,26535,918-00270/2019-05,08/07/2019,Rio de Janeiro,RJ
1912,Keppra,UCB Biopharma LTDA,253638,11,36283,3300/2019,28/04/2019,PORTO ALEGRE,RS
1913,Keppra,UCB Biopharma LTDA,936,22,36283,3300/2019,28/04/2019,PORTO ALEGRE,RS
1914,Keroxime,Antibióticos do Brasil Ltda.,100295S,10 caixas,142780,1098/2019,06/02/2019,Louveira,SP
1915,Kiovig inj. 5g,Shire,LE12T280AE,239,2596,3084/2019,13/06/2019,Pacaembu,SP
1916,Kit Forteviron (120 comprimidos),Homeopatia Waldemiro Pereira LIF Eireli,35B-18/015D1015,2 unidades de Kit Forteviron,20884,004466/2019,07/01/2019,Rio Largo,AL
