1852,"CRP Latex, R1 4x30 mL, R2 4x30 mL","Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",2361,5,165288,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
1853,"CRP RGT 100NM - IMMAGE, 300 TEST","Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",M001074,10,164936,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
1854,CRPH IMMAGE KIT,"Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",M909060,3,164936,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
1855,"CS20MR35G - BIOGUT S 2-0 1/2 R 3,5 - 75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2020001269,240 ENV,94300,n° 918-00195/2020,13/08/2020,"RODOVIA WASHINGTON  LUIZ, 0 BAIRRO: XERÉMMUNICIPIO: DUQUE DE CAXIAS - RJ",RJ
1856,"CS20MR40R- BIOGUT S 2-0 1/2 4,0-75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2019004107,240 ENV,94300,n° 918-00195/2020,13/08/2020,"RODOVIA WASHINGTON  LUIZ, 0 BAIRRO: XERÉMMUNICIPIO: DUQUE DE CAXIAS - RJ",RJ
1857,"CS30R30G - BIOGUT S 3-0 3/8 R 3,0-75 CM",BIOLINE FIOS CIRÚRGICOS LTDA,2019004543,24 ENVELOPES,92653,n°535/2020,08/07/2020,GUARUJA,SP
1858,CSCL,Edwards Lifesciences,600032,-20,13,2946/2020,21/11/2020,"Av. Doutor Andtônio João Abdala, 260 Cajamar/SP",SP
1859,CSCM,Edwards Lifesciences,60391762,-20,3293,2946/2020,21/11/2020,"Av. Doutor Andtônio João Abdala, 260 Cajamar/SP",SP
1860,CUNHA ANATOMICA COLORIDA 100 UM,SOUZA & LEONARDI LTDA,7573,1,57728,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1861,Cup & Pin pro,WERFEN MEDICAL LTDA,M19042,1,19472,918-00081/2020-01,21/02/2020,RIO DE JANEIRO,RJ
1862,Cup & Pin pro,WERFEN MEDICAL LTDA,C19041,2,19488,918-00081/2020-01,21/02/2020,RIO DE JANEIRO,RJ
1863,CURAT BAND-AID TRANSP C/40,JOHNSON & JOHNSON BRASIL IND LTDA,8119,3,11346545,161/2020 e 2610/2020,13/03/2020,MONGAGUA,SP
1864,Curatec Alginato de Calcio e Sódio 10cm x 10cm,LM Farma Indústria e Comércio Ltda.,19121704,380 uunidades,55100,017-01105/2020,19/02/2020,Rio de Janeiro,RJ
1865,"Curatec Curativo de Carvão Ativado com Prata10,5cmx10,5cm",LM Farma Indústria e Comércio Ltda.,19100710,240 unidades,55100,017-01105/2020,19/02/2020,Rio de Janeiro,RJ
1866,CURATIVO B-AID TRANSP 144X10UN,"JOHNSON & JOHNSON DO BRASIL IND E COMDE PROD PARA SAÚDE LTDA",030320,10,3746816,311/2020,16/04/2020,REGISTRO,SP
1867,CURATIVO B-AID TRANSP 144X10UN,"JOHNSON & JOHNSON DO BRASIL IND E COMDE PROD PARA SAÚDE LTDA",300120,1,3746816,311/2020,16/04/2020,REGISTRO,SP
1868,Curativo c/ Esp Hidr Allevyn Calc,Smith & Nephew,201944D,1,382306,1678/2020,15/07/2020,São Paulo /Bairro Liberdade,SP
1869,Curativo de Filme Transparente Opsite flexigrid,Smith & Nephew,201927 D,10,382314,1678/2020,15/07/2020,São Paulo /Bairro Liberdade,SP
1870,Curativo Transparente Opsite Post-OP,Smith & Nephew,201952D,5,382314,1678/2020,15/07/2020,São Paulo /Bairro Liberdade,SP
1871,CUTIMED PROTECT SPRAY; 28 ML,"NEVE INDÚSTRIA E COMÉRCIO DEPRODUTOS CIRÚRGICOS LTDA.",822472,1 CAIXA COM 12 UNIDADES,86363,N/A,05/12/2019,SÃO PAULO,SP
1872,CUTIMED SILTEC PLUS 15 X 15 cm,"ESSITY SOLUÇÕES MÉDICAS DO BRASILCOMÉRCIO E DISTRIBUIÇÃO LTDA.",91250744,"50 CARTUCHOS COM 10UNIDADES CADA",87938,915/2020,02/03/2020,SÃO PAULO,SP
1873,CUVETES DE REACÇÃO ACL TOP,WERFEN MEDICAL LTDA,SSJ1907,3,19490,918-00081/2020-01,21/02/2020,RIO DE JANEIRO,RJ
1874,"DE.GAU.F.S/SP IMPL.Ø4.1/Ø3.5, L 26.0","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG261,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
1875,"DE.GAU.F.S/SP IMPL.Ø4.1/Ø3.5, L 26.0","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",TV294,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
1876,DEDAL IOL 30 - 12,IOL IMPLANTES LTDA,123022,1,14155,1020/2020,25/03/2020,Diadema,SP
1877,"DELTA-CAST PRINTS CAMUFLAGEM 7,5cm X3,6m","ESSITY SOLUÇÕES MÉDICAS DO BRASILCOMÉRCIO E DISTRIBUIÇÃO LTDA.",948,10 UNIDADES,89032,N/A,16/06/2020,SÃO PAULO,SP
1878,DENTAL FIX (40G),KLEY HERTZ FARMACÊUTICA S.A.,151304,6 UNIDADES,11023,147-01161/2019,14/11/2019,SÃO FRANCISCO DE ITABAPOANA,RJ
1879,DENTAL FIX (68G),KLEY HERTZ FARMACÊUTICA S.A.,164554,6,717939,892/2020,19/06/2020,SÃO PAULO,SP
1880,DENTALFIX 20G (52140),KLEY HERTZ FARMACÊUTICA S.A.,165341,154,730844,2199/2020,14/09/2020,SÃO PAULO,SP
1881,DENTALFIX 40G (52151),KLEY HERTZ FARMACÊUTICA S.A.,165322,20,730689,2199/2020,14/09/2020,SÃO PAULO,SP
1882,DENTALFIX 40G (52151),KLEY HERTZ FARMACÊUTICA S.A.,165322,108,730844,2199/2020,14/09/2020,SÃO PAULO,SP
1883,DENTALFIX 40G (52151),KLEY HERTZ FARMACÊUTICA S.A.,165322,6,730909,2199/2020,14/09/2020,SÃO PAULO,SP
1884,DENTALFIX 68G (52631),KLEY HERTZ FARMACÊUTICA S.A.,169534,24,730714,2199/2020,14/09/2020,SÃO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
1885,DENTALFIX SABOR MENTA 20G (52150),KLEY HERTZ FARMACÊUTICA S.A.,166876,154,730844,2199/2020,14/09/2020,SÃO PAULO,SP
1886,DENTALFIX SABOR MENTA 40G (52152),KLEY HERTZ FARMACÊUTICA S.A.,165350,2,730909,2199/2020,14/09/2020,SÃO PAULO,SP
1887,DENTE BIOFORM L4 SUPERIOR A1,"VIPI IND. COM. EXP. E IMP. DE PROD. ODONT.LTDA",21000,1,79871,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1888,DENTE BIOFORM M5 SUPERIOR A1,"VIPI IND. COM. EXP. E IMP. DE PROD. ODONT.LTDA",282017,1,79871,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1889,"DENTE POP 38SUPERIOR 62","VIPI IND. COM. EXP. E IMP. DE PROD. ODONT.LTDA",202017,2,-,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1890,"DENTE POP A26SUPERIOR 66","VIPI IND. COM. EXP. E IMP. DE PROD. ODONT.LTDA",192018,1,-,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1891,DENTE POP A26 SUPERIOR 66,"VIPI IND. COM. EXP. E IMP. DE PROD. ODONT.LTDA",2020118,1,-,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1892,"DENTE POP A26SUPERIOR 62","VIPI IND. COM. EXP. E IMP. DE PROD. ODONT.LTDA",202017,3,-,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1893,"DEPTH GAUGE F.S/SP IMPL., Ø2.2/2.8MM","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG241,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
1894,"DEPTH GAUGE F.S/SP IMPL., Ø2.2/2.8MM","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VF292,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
1895,"DEPTH GAUGE W.DIST.INDIC.,Ø2.2/Ø2.8, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",WX726,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
1896,"DEPTH GAUGE W.DIST.INDIC.,Ø2.2/Ø2.8, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VW022,1,000040243,103.463/2020-1,05/03/2020,BRASÍLIA,DF
1897,"DEPTH GAUGE W.DIST.INDIC.,Ø2.2/Ø2.8, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",TF595,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
1898,"DEPTH GAUGE, Ø2.8, L 27MM, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VF890,1,000040023,103.463/2020-1,04/03/2020,BRASÍLIA,DF
1899,"DEPTH GAUGE, Ø2.8, L 27MM, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VF890,1,000040243,103.463/2020-1,05/03/2020,BRASÍLIA,DF
1900,"DEPTH GAUGE, Ø3.5, L 27MM, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XX507,1,000040023,103.463/2020-1,04/03/2020,BRASÍLIA,DF
1901,"DEPTH GAUGE, Ø3.5, L 27MM, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XX507,1,000040243,103.463/2020-1,05/03/2020,BRASÍLIA,DF
1902,"DEPTH GAUGE, Ø3.5, L 27MM, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XX507,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
1903,"DEPTH GAUGE, Ø3.5, L 27MM, TI","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",RZ108,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
1904,DESF. FORTIFY ASSURA DR QC,ST. JUDE MEDICAL BRASIL LTDA.,1197528    / S000014743,1,333398,N/A,16/07/2020,CUIABA,
1905,DESF. FORTIFY ASSURA DR QC,ST. JUDE MEDICAL BRASIL LTDA.,1197433    / S000014743,1,257946,N/A,16/07/2020,PALMAS,
1906,DESFIBRILADOR FORTIFY ST DR,ST. JUDE MEDICAL BRASIL LTDA.,1176381    / S000005793,1,234749,N/A,16/07/2020,CUIABA,
1907,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1708,1,10950,1696/2020,15/06/2020,AVARÉ,SP
1908,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1709,1,10950,1696/2020,15/06/2020,AVARÉ,SP
1909,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1710,1,10950,1696/2020,15/06/2020,AVARÉ,SP
1910,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1711,1,10950,1696/2020,15/06/2020,AVARÉ,SP
1911,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1712,1,10950,1696/2020,15/06/2020,AVARÉ,SP
1912,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1708,1,10950,1696/2020,15/06/2020,"RUA SANTOS DUMONT, 1901, AME - PARQUEGILBERTO FILGUEIRA - CEP 18703-000 - AVARÉ - SP",SP
1913,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1709,1,10950,1696/2020,15/06/2020,"RUA SANTOS DUMONT, 1901, AME - PARQUEGILBERTO FILGUEIRA - CEP 18703-000 - AVARÉ - SP",SP
1914,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1710,1,10950,1696/2020,15/06/2020,"RUA SANTOS DUMONT, 1901, AME - PARQUEGILBERTO FILGUEIRA - CEP 18703-000 - AVARÉ - SP",SP
1915,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1711,1,10950,1696/2020,15/06/2020,"RUA SANTOS DUMONT, 1901, AME - PARQUEGILBERTO FILGUEIRA - CEP 18703-000 - AVARÉ - SP",SP
1916,"DESFIBRILADOR SERIE TEC 5600 modelo TEC-5631B",NIHON KOHDEN,1712,1,10950,1696/2020,15/06/2020,"RUA SANTOS DUMONT, 1901, AME - PARQUEGILBERTO FILGUEIRA - CEP 18703-000 - AVARÉ - SP",SP
1917,DESLOCADOR DE CABECA,IOL IMPLANTES LTDA,121890,1,14155,1020/2020,25/03/2020,Diadema,SP
1918,"DESOGES+ETINILE 0,15+0,020MG 21CPR/SDZ",DISLAB - GO,JM8238,12UN,212316,5317/2019,11/12/2019,SÃO PAULO,SP
1919,DESSECANTE (CX C/2 CONJ.),"ORTHO CLINICAL DIAGNOSTICOS DO BRASPRODUTOS PARA SAUDE LTDA",M740650,5,NF no 40417,918-00081/2020,21/02/2020,RIO DE JANEIRO,RJ
1920,DEVELOPMENT SOLUTION,Phadia Diagnósticos Ltda.,MJTY,4,34704,918-00532/2019,12/12/2019,Rio de Janeiro,RJ
1921,dHDLC/5 PACK/300 SLS,"ORTHO CLINICAL DIAGNOSTICOS DO BRASPRODUTOS PARA SAUDE LTDA",1032723668,10,NF no 40417,918-00081/2020,21/02/2020,RIO DE JANEIRO,RJ
1922,Dilatador B MIS,U&I Corporation,18D205,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1923,Dilatador C MIS,U&I Corporation,18D218,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1924,Dilatador-A,U&I Corporation,11L055,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1925,Diluente das amostras D-100,Bio-Rad Laboratórios Brasil Ltda,64320773,1,100.710,918-00101/2020,03/04/2020,RIO DE JANEIRO,RJ
1926,DILUENTE DE FACTORES,WERFEN MEDICAL LTDA,N0896798,1,19479,918-00081/2020-01,21/02/2020,RIO DE JANEIRO,RJ
1927,DILUTION PLATES,Phadia Diagnósticos Ltda.,LKTL,1,34704,918-00532/2019,12/12/2019,Rio de Janeiro,RJ
1928,"Direct Bilirubin, R1 4x20 mL, R2 4x20 mL","Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",2594,1,165288,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
1929,"Direct Bilirubin, R1 4x6 mL, R2 4x6 mL","Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",2573,2,165238,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
1930,"Direct Bilirubin, R1 4x6 mL, R2 4x6 mL","Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",2573,4,165257,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
1931,DISCOS SORTIDOS PRAXIS 60-UM + MANDRIL,TDV DENTAL LTDA,1904328301,1,30892,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
1932,Dispositivo Contra Torque,U&I Corporation,A18F135,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1933,"Dispositivo de Bombeamento de Ação Única -Fluxo Contínuo",Boston Scientific do Brasil Ltda.,Desconhecido,1 unidade,DANFE 000793982,612/2020,27/01/2020,"RUA DOUTOR JOAO BATISTA DE LACERDA, 585BELEM - S.PAULO - SP",SP
1934,"Dispositivo de Bombeamento de Ação Única -Fluxo Contínuo",Boston Scientific do Brasil Ltda.,Desconhecido,1 unidade,DANFE 000793982,612/2020,27/01/2020,"RUA DOUTOR JOAO BATISTA DE LACERDA, 585BELEM - S.PAULO - SP",SP
1935,DISPOSITIVO DE CORTE CPS,ST. JUDE MEDICAL BRASIL LTDA.,DS2A030360 / 3665185,1,103827,N/A,16/07/2020,CUIABA,
1936,DISPOSITIVO DE CORTE CPS,ST. JUDE MEDICAL BRASIL LTDA.,DS2A030213 / 3457345,1,073049,N/A,16/07/2020,CUIABA,
1937,DISSECTOR RETO 52X3MM E,"TRAUMEC TECNOLOGIA E IMPLANTESORTOPÉDICOS IMP EXP LTDA EPP",24156,5,18655,N/I,26/03/2020,SÃO LUIS,MA
1938,Distrator,U&I Corporation,A18F251,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1939,Dobrador de Haste,U&I Corporation,A18D086,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1940,"DRILL HANDLE,SELF-LOCK,Ø2.2, 1/3MM STOP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",ZN105,1,000049591,103.463/2020-1,04/08/2020,BRASÍLIA,DF
1941,"DRILL HANDLE,SELF-LOCK,Ø2.8, 1/3MM STOP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",YK166,1,000049591,103.463/2020-1,04/08/2020,BRASÍLIA,DF
1942,"DRILL HANDLE,SELF-LOCK,Ø3.2, 1/3MM STOP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",ZT939,1,000049591,103.463/2020-1,04/08/2020,BRASÍLIA,DF
1943,"DRILL HANDLE,SELF-LOCK,Ø3.5, 1/3MM STOP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",YG026,1,000049591,103.463/2020-1,04/08/2020,BRASÍLIA,DF
1944,"DRILL HANDLE,SELF-LOCK,Ø3.7, 1/3MM STOP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",ZH326,1,000049591,103.463/2020-1,04/08/2020,BRASÍLIA,DF
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
1945,"DRILL HANDLE,SELF-LOCK,Ø4.2, 1/3MM STOP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",ZE034,1,000049591,103.463/2020-1,04/08/2020,BRASÍLIA,DF
1946,EASYPUMP II LT 270-54-S,Laboratórios B.Braun S/A,19C28GE271,3 (caixa com 10 peças),441995,2020-018764331-001,20/04/2020,Nova Lima,MG
1947,"ECOPER ÁCIDO CÍTRICO 50% 9,5 LITROS DC.",Laboratórios B.Braun S/A,02180320-1,24 peças,124945,2020-018764331-001,20/04/2020,Nova Lima,MG
1948,Eixo Segurador de Parafuso de Travamento MIS,U&I Corporation,A18F162,2,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
1949,"ELETRODO DURATA DF4,DUPLO COIL",ST. JUDE MEDICAL BRASIL LTDA.,BNP064255/A000048758,1,370500,N/A,10/03/2020,PRESIDENTE PRUDENTE,SP
1950,"ELETRODO DURATA DF4,DUPLO COIL",ST. JUDE MEDICAL BRASIL LTDA.,BJP054148  / S000005766,1,248738,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1951,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,CWK105300  / P000019750,1,283968,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1952,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,BNE090146  / 3684206,1,094325,N/A,16/07/2020,CUIABA,
1953,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,BNB017450  / 4070290,1,137854,N/A,16/07/2020,CUIABA,
1954,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,BNB020048  / 4204412,1,148386,N/A,16/07/2020,CUIABA,
1955,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,BNB023565  / 4534975,1,183538,N/A,16/07/2020,CUIABA,
1956,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,CWK100690  / P000013860,1,251063,N/A,16/07/2020,CUIABA,
1957,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,CWK100701  / P000013860,1,251063,N/A,16/07/2020,CUIABA,
1958,ELETRODO END OPTISENSE 1999/52,ST. JUDE MEDICAL BRASIL LTDA.,BNB017489  / 4071816,1,138193,N/A,16/07/2020,CUIABA,
1959,ELETRODO ENDO OPTISENSE 1699TC,ST. JUDE MEDICAL BRASIL LTDA.,EP042446   / N/A,1,016552,N/A,16/07/2020,CUIABA,
1960,ELETRODO ENDO OPTISENSE 1699TC,ST. JUDE MEDICAL BRASIL LTDA.,EP049060   / 3254985,1,025613,N/A,16/07/2020,CUIABA,
1961,ELETRODO ENDO OPTISENSE 1699TC,ST. JUDE MEDICAL BRASIL LTDA.,EP051783   / 3398278,1,043310,N/A,16/07/2020,CUIABA,
1962,ELETRODO ENDO.TENDRIL 1888TC,ST. JUDE MEDICAL BRASIL LTDA.,CAE053770  / PRA01076,1,034657,N/A,16/07/2020,DUQUE DE CAXIAS,RJ
1963,ELETRODO ENDO.TENDRIL 1888TC,ST. JUDE MEDICAL BRASIL LTDA.,CAE054057  / PRA01083,1,035608,N/A,16/07/2020,DUQUE DE CAXIAS,RJ
1964,ELETRODO ENDO.TENDRIL 1888TC,ST. JUDE MEDICAL BRASIL LTDA.,CAE054094  / PRA01078,1,035608,N/A,16/07/2020,DUQUE DE CAXIAS,RJ
1965,ELETRODO ENDO.TENDRIL 1888TC,ST. JUDE MEDICAL BRASIL LTDA.,BCH047339  / 29456,1,019651,N/A,16/07/2020,CUIABA,
1966,ELETRODO ENDO.TENDRIL 1888TC,ST. JUDE MEDICAL BRASIL LTDA.,BCH052602  / 29571,1,028124,N/A,16/07/2020,CUIABA,
1967,ELETRODO ENDO.TENDRIL 1888TC,ST. JUDE MEDICAL BRASIL LTDA.,BCH053769  / 29637,1,032090,N/A,16/07/2020,CUIABA,
1968,ELETRODO QUARTET,ST. JUDE MEDICAL BRASIL LTDA.,BPU046291  / 4246491,1,176424,N/A,16/07/2020,CUIABA,
1969,ELETRODO QUARTET,ST. JUDE MEDICAL BRASIL LTDA.,BPU046735  / 4256200,1,177514,N/A,16/07/2020,CUIABA,
1970,"ELETRODO TENDRIL MRI, 52CM",ST. JUDE MEDICAL BRASIL LTDA.,CBA037043  / 4493734,1,177825,N/A,16/07/2020,CUIABA,
1971,"ELETRODO TENDRIL MRI, 52CM",ST. JUDE MEDICAL BRASIL LTDA.,CBA054307  / 4623802,1,197842,N/A,16/07/2020,CUIABA,
1972,"ELETRODO TENDRIL MRI, 58CM",ST. JUDE MEDICAL BRASIL LTDA.,CBB081846  / S000004053,1,222293,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1973,"ELETRODO TENDRIL MRI, 58CM",ST. JUDE MEDICAL BRASIL LTDA.,CBB047756  / 4425081,1,173940,N/A,16/07/2020,CUIABA,
1974,"ELETRODO TENDRIL MRI, 58CM",ST. JUDE MEDICAL BRASIL LTDA.,CBB055027  / 4493590,1,180605,N/A,16/07/2020,CUIABA,
1975,"ELETRODO TENDRIL MRI, 58CM",ST. JUDE MEDICAL BRASIL LTDA.,CBB058168  / 4651458,1,200602,N/A,16/07/2020,CUIABA,
1976,"ELETRODO TENDRIL MRI, 58CM",ST. JUDE MEDICAL BRASIL LTDA.,CBB081707  / S000003845,1,221554,N/A,16/07/2020,CUIABA,
1977,"ELETRODO TENDRIL MRI, 58CM",ST. JUDE MEDICAL BRASIL LTDA.,CBB104662  / S000015115,1,260057,N/A,16/07/2020,PALMAS,
1978,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,CAW181688  / A000017583,1,283968,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1979,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,CAW194350  / A000024648,1,300205,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1980,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,CAW055400  / 3681411,1,092972,N/A,16/07/2020,CUIABA,
1981,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,BET052086  / 4175177,1,148386,N/A,16/07/2020,CUIABA,
1982,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,BET053234  / 4231507,1,153437,N/A,16/07/2020,CUIABA,
1983,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,CAW169726  / A000012121,1,247755,N/A,16/07/2020,CUIABA,
1984,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,CAW169727  / A000012121,1,247755,N/A,16/07/2020,CUIABA,
1985,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,BET050061  / 4061258,1,138193,N/A,16/07/2020,CUIABA,
1986,ELETRODO TENDRIL STS,ST. JUDE MEDICAL BRASIL LTDA.,BET058656  / 4701910,1,213356,N/A,16/07/2020,ARAGUAINA,
1987,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CNY414558/P000054414,1,367135,N/A,10/03/2020,LONDRINA,PR
1988,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA487689/P000053704,1,359360,N/A,10/03/2020,DOURADOS,MS
1989,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA549031/P000060245,1,381614,N/A,10/03/2020,DOURADOS,MS
1990,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA553308/P000061146,1,385730,N/A,10/03/2020,LONDRINA,PR
1991,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA419303/P000046136,1,337480,N/A,10/03/2020,PATOS DE MINAS,MG
1992,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA452544/P000049460,1,345362,N/A,10/03/2020,LONDRINA,PR
1993,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CAW220664 / A000035513,1,342014,N/A,16/07/2020,PASSO FUNDO,RS
1994,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CAW221039 / A000035366,1,325332,N/A,16/07/2020,CUIABA,MT
1995,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA360649  / P000037241,1,303150,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1996,ELETRODO TENDRIL STS MRI,ST. JUDE MEDICAL BRASIL LTDA.,CPA360650  / P000037241,1,303150,N/A,16/07/2020,SAO JOSE DO RIO PRETO,SP
1997,ELIA BETA  2GLYCOPROTEIN I,Phadia Diagnósticos Ltda.,0047,2,34704,918-00532/2019,12/12/2019,Rio de Janeiro,RJ
